Layer,Name,GEOID,Population,UNS_2018-2022,LNG_2021,DIS_2018-2022,EDB_2018-2022,EDE_2018-2022,UMP_2018-2022,INC_2018-2022,POV_2018-2022,PCT-W_2018-2022,PCT-B_2018-2022,PCT-H_2018-2022
(Indicator name),,,,"Uninsured rate (% of residents), 2018-2022","Chronic obstructive pulmonary disease (COPD) (% of adults), 2021","Disability (% of residents), 2018-2022","High school graduation rate (% of residents), 2018-2022","College graduation rate (% of residents), 2018-2022","Unemployment rate (%), 2018-2022","Median household income, 2018-2022","Poverty rate (% of residents), 2018-2022","Demographics, Non-Hispanic White (% of residents), 2018-2022","Demographics, Non-Hispanic Black (% of residents), 2018-2022","Demographics, Hispanic or Latino (% of residents), 2018-2022"
(Definition),,,,"Percent of residents without health insurance (at the time of the survey).","Percent of resident adults aged 18 and older who report ever having been told by a doctor, nurse, or other health professional that they have chronic obstructive pulmonary disease (COPD), emphysema, or chronic bronchitis. Data for counties and states are age-adjusted. Data for zips, tracts and smaller layers are raw.","Percent of residents with a disability, defined as one or more sensory disabilities or difficulties with everyday tasks.","Residents 25 or older with at least a high school degree: including GED and any higher education","Residents 25 or older with a four-year college (bachelor's) degree or higher","Percent of residents 16 and older in the civilian labor force who are actively seeking employment.","Income in the past 12 months.","Percent of residents in families that are in poverty (below the Federal Poverty Level).","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns."
(Citation),,,,"American Community Survey (Tables B27001/C27001)","PLACES (Sub-county data (zip codes, tracts)), Behavioral Risk Factor Surveillance System (BRFSS) (County and state level data)","American Community Survey (Table S1810)","American Community Survey (Table B15002)","American Community Survey (Table B15002)","American Community Survey (Tables B23025, B23001, and C23002)","American Community Survey (Table B19013)","American Community Survey (Table B17001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)"
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Census tract,Tract 710,17031071000,4357,2.8729281767955803,2.0,5.922651933701657,99.48036951501156,88.39491916859123,10.759753593429158,185324.01805718848,10.07361487795428,80.77348066298342,4.972375690607735,6.475138121546961
Census tract,Tract 711,17031071100,3091,3.044569993722536,2.1,3.452605147520402,100.0,92.74924471299094,2.44879786286732,189165.0111138224,3.6942209217264086,77.71500313873196,1.2554927809165095,9.981167608286253
Census tract,Tract 712,17031071200,2973,2.347024308466052,2.9,6.705783738474434,98.18078453666855,89.76691301876066,7.495069033530571,115148.18549657268,14.124056999161777,77.49371332774518,2.179379715004191,8.256496227996648
Census tract,Tract 713,17031071300,3893,1.5257931702591427,2.3,2.833615887624122,99.69366916269573,91.1504424778761,4.931605471562276,109002.04645178464,14.6282392831194,75.29668200532817,0.7023492371034149,5.328166626301768
Census tract,Tract 714,17031071400,4962,0.7138358177619147,3.0,6.445517530967877,95.74238749663164,84.37078954459714,3.333333333333333,108467.47997959137,16.98509342851144,83.66575687591855,5.206802435439848,4.283014906571489
Census tract,Tract 715,17031071500,6282,3.471874478384243,2.3,4.57352695710232,99.69004261913987,87.21425803951956,4.220853296828656,106356.72179950752,5.124353196461359,85.94558504423301,1.9028542814221328,3.939242196628276
Census tract,Tract 716,17031071600,1793,0.2627430373095113,3.2,1.62900683131897,98.77650897226754,84.33931484502448,3.0067895247332688,211179.43037778122,6.305832895428271,81.02995270625328,4.9921177088807145,4.046242774566474
Census tract,Tract 717,17031071700,1660,2.154882154882155,2.9,9.090909090909092,98.4302862419206,80.97876269621422,2.624309392265193,137194.69708733555,8.350168350168351,72.996632996633,11.11111111111111,1.818181818181818
Census tract,Tract 718,17031071800,2652,2.7879677182685256,2.9,4.512105649303008,94.92860659773513,80.89611029049729,2.31042654028436,194354.7988198496,4.050073637702504,78.98019075568598,7.446808510638298,7.336757153338224
Census tract,Tract 801,17031080100,6388,1.4984107764492205,4.1,9.217496594520965,99.03011740684022,85.00935851624979,5.086136177194422,105153.71800616695,7.628273043741486,84.77372483729378,0.7113667322536704,4.116845769638262
Census tract,Tract 802.01,17031080201,3375,2.255871446229913,3.7,10.22867737948084,99.4996664442962,82.25483655770513,7.538330494037479,103344.62769804121,1.9777503090234856,88.96786155747837,0.0,2.008652657601978
Census tract,Tract 802.02,17031080202,4225,6.157894736842105,3.4,15.421052631578949,99.57818620066286,88.79180476047001,0.7042253521126761,95312.3767607977,10.12221041445271,83.71052631578947,1.5789473684210529,8.078947368421051
Census tract,Tract 803,17031080300,5499,2.912954078135709,1.8999999999999997,3.803975325565456,98.31895598318955,85.91019685910197,2.061170212765957,144059.70425253443,8.875942426319398,69.53392734749828,0.5654557916381083,10.76079506511309
Census tract,Tract 804,17031080400,4569,0.6955810147299509,4.8999999999999995,15.814238952536824,94.10459587955626,63.04278922345483,6.883814640698456,,21.54195011337869,31.321603927986907,47.258592471358426,3.23240589198036
Census tract,Tract 810,17031081000,8746,4.438576637746762,4.1,13.353451527725388,95.23887973640856,68.45140032948929,1.5758821514217198,72946.77574924022,19.035719535499044,65.22699386503068,10.576687116564418,8.07361963190184
Census tract,Tract 811,17031081100,4187,3.5690235690235688,3.0,6.172839506172839,97.95447997695187,79.91933160472486,1.7388555169143216,75223.49710508219,18.608305274971944,74.45566778900113,8.305274971941639,3.613916947250281
Census tract,Tract 812.01,17031081201,5080,2.416440831074977,3.2,9.010840108401084,99.70398277717976,86.41011840688913,1.8943170488534395,118241.8858004836,3.7081339712918657,80.66847335140018,1.7389340560072266,5.013550135501355
Census tract,Tract 812.02,17031081202,3357,1.7748036077974978,4.4,5.149839976723887,99.70607446113652,90.65969954278248,1.1111111111111112,162863.0569888418,3.57870235670643,83.6776258364853,3.3459412278149547,3.8405586267093392
Census tract,Tract 813,17031081300,5540,2.560691719321583,4.6,9.22846691054207,99.13110639119522,82.71867155821587,2.1880544056771143,106751.91588100888,9.328234120385767,69.7705354173595,5.869637512470901,6.168939142001995
Census tract,Tract 814.01,17031081401,2508,1.6582220175034548,3.9,10.54813450023031,100.0,81.10599078341014,0.3506311360448808,68248.45910512655,9.291412482402627,65.22339935513588,2.62551819438047,7.646245969599263
Census tract,Tract 814.02,17031081402,7052,2.4234264557388085,2.9,9.222484012117132,98.35426591598096,90.42875703767864,3.796467176377537,145814.69606690475,10.265903736115789,51.346348030966006,5.62100302928307,11.528105015146416
Census tract,Tract 814.03,17031081403,9843,0.923556247913653,2.4,2.180928007121397,99.54678752332713,93.40175953079178,2.729044834307992,104576.97304731693,13.107822410147993,54.93490597529765,1.6245688216312453,4.41749193279181
Census tract,Tract 815,17031081500,5917,1.7733387688544635,2.5,2.6090501426824297,99.577266322217,92.132456552372,0.9509509509509512,139029.46125690453,6.763681082188973,55.25886669384428,4.4027721157766,5.177333876885446
Census tract,Tract 816,17031081600,4168,1.3691275167785235,2.1,1.74496644295302,100.0,90.80745341614906,3.2364597093791283,144528.25222387363,3.785234899328859,77.15436241610738,2.335570469798657,4.61744966442953
Census tract,Tract 817,17031081700,5537,3.0668966839179608,1.9,4.638681234425915,99.74442379182156,90.19516728624536,2.232641214556821,121861.900263981,8.050603795284646,66.41748131109834,3.622771707878091,12.305922944220816
Census tract,Tract 818,17031081800,11373,1.2798424809254243,1.7,2.3709902370990235,99.29468599033817,93.28502415458937,3.410805916088137,150458.91421726302,5.723409481699828,73.02055187095718,2.0388111029231144,11.798902808482763
Census tract,Tract 819,17031081900,1325,1.8901890189018904,4.1,7.830783078307831,93.54485776805252,80.19693654266959,2.511961722488038,178876.21114044232,15.57155715571557,64.53645364536453,15.031503150315032,9.72097209720972
Census tract,Tract 901,17031090100,3585,2.3255813953488373,5.7,9.954622802041971,97.5724353954581,52.19263899765074,6.724845995893223,114310.11730517536,9.52921157118548,80.20419739081112,0.283607487237663,14.237095859330688
Census tract,Tract 902,17031090200,6626,1.8601076095311295,4.5,7.148347425057648,97.06632653061224,56.07993197278912,1.1351052048726469,109499.93597905898,4.36587240584166,79.86164488854726,0.6149116064565718,14.926979246733282
Census tract,Tract 903,17031090300,1314,1.604668125455872,4.7,0.802334062727936,99.48506694129765,60.24716786817713,4.227212681638045,98696.74185319105,7.863501483679524,83.36980306345733,0.0,14.660831509846828
Census tract,Tract 1001,17031100100,5538,1.9185059422750423,5.6,4.278438030560271,94.18997107039536,46.142719382835104,3.0090563832895123,100046.45342620731,10.797962648556876,66.45161290322581,0.0,23.056027164685908
Census tract,Tract 1002,17031100200,7024,2.9854797123083183,6.1,9.892794137603474,95.23625096824168,46.28195197521301,6.3011659637807,98890.21273763836,6.445922106120233,62.704918032786885,2.141723955579059,27.80274986779482
Census tract,Tract 1003,17031100300,6252,6.258064516129032,7.0,16.661290322580648,92.92090512767282,46.25285447373884,1.5346181299072092,76353.14700858493,10.693548387096774,79.78904917015667,0.760043431053203,13.386071040794167
Census tract,Tract 1004,17031100400,3207,1.1127819548872182,5.4,10.015037593984962,93.28976034858388,53.246187363834416,3.532136653155762,131245.6966214867,2.075187969924812,74.94736842105263,0.150375939849624,12.962406015037594
Census tract,Tract 1005,17031100500,6116,4.540763673890609,5.803331040153241,12.057103543171657,92.47910863509748,51.09099350046426,2.17983651226158,100461.81982741409,1.30718954248366,72.66941864465085,0.8427932576539389,11.902304781561748
Census tract,Tract 1006,17031100600,4897,5.738705738705739,5.9,13.044363044363044,90.27860106698282,39.74510966212211,3.095507738769347,77021.58432973224,10.48026048026048,56.04395604395605,0.0,31.807081807081804
Census tract,Tract 1007,17031100700,4967,4.355919583023082,5.7,8.730454206999255,90.85492227979276,34.4041450777202,9.721706864564007,107500.12555735486,9.084139985107967,74.55323901712583,1.9731943410275503,14.929262844378258
Census tract,Tract 1101,17031110100,5568,8.067867036011082,6.199999999999999,9.297091412742382,92.24993945265196,46.209736013562605,4.176401869158879,88495.96654761641,11.340027700831024,56.0595567867036,0.5886426592797784,19.788781163434905
Census tract,Tract 1102,17031110200,2772,4.891882311237151,5.2,10.138248847926269,91.39588100686498,26.77345537757437,14.413341274568197,63106.35142749395,7.054236086494151,51.61290322580645,7.125132931584545,35.8738036157391
Census tract,Tract 1103,17031110300,5348,4.600301659125189,6.3,9.068627450980392,93.98454746136863,39.95584988962472,8.389012620638455,106210.01401983184,8.05052790346908,65.98793363499246,0.2073906485671191,23.52941176470588
Census tract,Tract 1104,17031110400,4522,12.152854921128638,5.4,8.820262163963562,92.64880952380952,41.13095238095238,4.467084639498433,74500.04436655648,7.247355390501912,60.69762275049989,0.8664741168629194,24.083536991779606
Census tract,Tract 1105.01,17031110501,4786,5.773762765121759,5.2,13.35428122545169,90.3185035389282,41.7087967644085,3.252299605781866,92811.00911732735,8.151210868281158,45.67392583872866,5.277614282911516,30.50814204433981
Census tract,Tract 1105.02,17031110502,3220,12.086045853382394,5.3,13.105009906594962,90.78844652615145,46.6432474629196,3.804347826086957,65505.02362519133,10.359467874327768,59.835833569204645,2.9719784885366543,21.28502688932918
Census tract,Tract 1201,17031120100,4402,6.64089151694337,4.5,5.935865362747328,97.5586854460094,67.26134585289515,9.47986577181208,147130.481465871,2.013729977116705,83.88636363636364,0.0909090909090909,7.477272727272727
Census tract,Tract 1202,17031120200,4748,4.657773890225235,5.0,9.731029958451783,96.65729459543893,61.512027491408936,1.4360938247965531,136902.19845160717,1.7493986442160503,82.83402580363001,1.312048983162038,3.761207085064509
Census tract,Tract 1203,17031120300,6920,5.598181301506109,4.499999999999999,10.17334470019892,95.33305921052632,61.26644736842105,2.588801926550271,129275.22775571773,3.012219380505825,74.16974169741697,0.2696565427192733,9.636673289809822
Census tract,Tract 1204,17031120400,3526,9.436913451511993,5.1,7.716371220020855,92.04415683288924,41.75866006851922,6.4048620850864895,102466.21486723308,10.505735140771638,49.47862356621481,2.867570385818561,25.0
Census tract,Tract 1301,17031130100,5205,5.072463768115942,7.6,17.263427109974426,89.73481608212147,52.20986598232107,4.054054054054054,53243.920938796335,19.97016197783461,61.7364657814096,2.063329928498468,5.801838610827375
Census tract,Tract 1302,17031130200,1403,4.919093851132686,4.6,12.362459546925567,93.86503067484662,54.16301489921121,0.0,95458.1676168504,7.722772277227722,50.93851132686085,0.9708737864077668,33.915857605178
Census tract,Tract 1303,17031130300,5083,14.841269841269842,5.6,8.908730158730158,86.52298850574712,46.60919540229885,4.814004376367615,60658.16535415603,11.049284578696344,34.02777777777778,3.1547619047619047,23.65079365079365
Census tract,Tract 1401,17031140100,3464,11.789772727272728,3.7,9.0625,84.61538461538461,50.16517225106182,2.1760154738878144,79584.38585594179,9.488636363636363,46.33522727272727,3.551136363636364,38.66477272727273
Census tract,Tract 1402,17031140200,5834,15.26576019777503,4.4,8.420889987639061,77.8289810547875,43.01075268817204,7.835400225479143,66595.24581290623,17.398258397014395,27.820687566257764,8.647584431319096,41.37513251552325
Census tract,Tract 1403.01,17031140301,2693,30.845942228335627,4.6,8.28748280605227,58.76132930513596,26.535750251762337,7.176196032672112,63920.57960469398,20.468642315644384,10.694635488308116,1.7881705639614855,56.49931224209078
Census tract,Tract 1403.02,17031140302,4060,14.693056021469303,4.5,6.910432740691043,78.48815344114328,33.77209477247086,4.715025906735751,57287.554116107276,13.18864774624374,40.07852612503776,6.342494714587738,34.09845967985503
Census tract,Tract 1404,17031140400,6503,5.396717983420741,4.8,5.26137709355439,88.58156028368795,50.42553191489362,4.510489510489511,85306.9061869163,8.37421756048046,42.15868719336829,1.6410082896295044,30.790052444594824
Census tract,Tract 1405,17031140500,3451,18.196152633238725,4.0,7.757805108798486,87.87878787878788,27.846027846027848,3.6855036855036856,67185.74462610084,6.059644670050761,37.243771680857776,3.500473036896877,36.42384105960264
Census tract,Tract 1406.01,17031140601,2545,22.1578566256336,5.2,10.499637943519188,74.22081352350766,29.793977812995248,11.225144323284155,79813.61676168504,11.569343065693433,28.711078928312816,10.644460535843592,43.30195510499638
Census tract,Tract 1406.02,17031140602,5041,24.34616202423985,4.2,9.313204337656815,83.53580562659847,41.20843989769821,10.248565965583174,54980.5742807072,28.80434782608696,17.882202849245164,8.22879013395705,60.21688284073995
Census tract,Tract 1407.01,17031140701,2784,30.434782608695656,3.4,4.849498327759197,74.86213235294117,34.00735294117647,4.187758858720662,84551.36112158654,6.421404682274247,21.438127090301005,3.612040133779265,51.90635451505017
Census tract,Tract 1407.02,17031140702,5535,22.505384063173008,4.1,11.41421392677674,76.75115835377487,39.49304987735078,4.747103701610624,67458.98786574679,12.59686429987385,24.910265613783203,1.2383345297918162,65.75735821966978
Census tract,Tract 1408,17031140800,6486,22.086284610431424,3.8,4.443013522215067,89.29698062190175,63.04641730509238,9.157509157509155,89603.6102841678,10.415325177076626,57.87186091435931,0.0,32.179652285898264
Census tract,Tract 1502,17031150200,7434,11.95098444169076,5.6,10.60167974666116,85.99740692720874,47.50879792554177,6.537890044576524,83474.89278821624,16.106733029171853,53.75189315709762,2.409472669695718,30.34558722291064
Census tract,Tract 1503,17031150300,7120,3.919141914191419,5.0,11.17986798679868,93.75364856976066,48.37517026658883,6.271043771043772,79121.33942634042,6.366782006920416,64.87898789878987,1.6364136413641366,23.41859185918592
Census tract,Tract 1504.01,17031150401,4681,11.2320248736883,5.3,11.270890011659542,89.35876174682144,44.11276948590381,6.925795053003533,71435.68561858071,10.007773027594247,57.92848814613292,0.9327633113097552,29.05169063350175
Census tract,Tract 1504.02,17031150402,3831,10.11406844106464,4.9,10.646387832699618,89.09899888765295,32.36929922135706,3.848003848003848,89845.67812063266,7.680608365019011,46.28643852978453,5.095057034220532,41.69835234474017
Census tract,Tract 1505.01,17031150501,3823,4.903995848469124,5.4,12.688116242864556,93.79141960237182,48.93617021276596,6.032171581769437,112262.62685507664,4.903995848469124,57.3170731707317,0.2854177477944992,24.31240269849507
Census tract,Tract 1505.02,17031150502,4239,13.711105489501644,5.6,15.886668353149508,90.55007052186178,33.07475317348378,1.1965025310630464,66476.96266554271,7.260308626359727,49.75967619529471,2.6815077156589933,35.795598279787505
Census tract,Tract 1506,17031150600,3882,8.998342410608572,4.8,10.821690741179255,92.7710843373494,25.71428571428571,5.441354292623942,75117.13396481732,7.1530758226037205,47.26497750414397,1.8233483305706844,44.58915462941037
Census tract,Tract 1507,17031150700,4429,12.777902537615091,5.099999999999999,10.26274421738154,87.32910970323441,34.41147049016339,4.7683310841205575,92482.75046030302,6.704805491990847,45.11565236918931,1.2800359308331462,49.87648776105996
Census tract,Tract 1508,17031150800,4903,23.736075407026565,4.9,9.747215081405312,78.45934379457917,26.24821683309558,6.471389645776567,78593.19141950797,14.05312767780634,35.75407026563839,2.549271636675236,53.04198800342759
Census tract,Tract 1510.01,17031151001,2833,16.974431818181817,4.8,6.782670454545454,79.94459833795014,23.157894736842103,6.158940397350993,86079.87280108254,10.723192019950124,23.117897727272727,0.0,72.72727272727273
Census tract,Tract 1510.02,17031151002,4588,26.430907604251843,5.5,8.197056418642681,85.17495395948434,23.173726212400243,8.345808383233532,69588.08451829011,10.956663941128372,24.36631234668847,1.4309076042518398,71.4227309893704
